plate	well	content	hd3_id	fbgn	gene_symbol	hd3plate	hd3well	hd3content	hd3query_id	hd3fbgn	hd3gene	id
CTRL2	B19	sample	HD3115488	FBgn0016792	dmt	1041	E16	probe	HD3115488_1	FBgn0016792	NA	15019
CTRL2	B20	sample	HD3104261	FBgn0034410	Topors	1012	G1	probe	FBgn0034410_cr1	FBgn0034410	NA	15020
CTRL2	B21	sample	HD3113084	FBgn0085236	CG34207	1035	E7	probe	HD3113084_1	FBgn0085236	CG34207	15021
CTRL2	B22	sample	HD3202122	FBgn0032293	Dpy-30L1	2006	B19	probe	FBgn0027868_cr1	FBgn0027868	Nup107	15022
CTRL2	B23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15023
CTRL2	B24	sample	HD3204221	FBgn0000577	en	2011	P18	probe	FBgn0000577_cr3	FBgn0000577	en	15024
CTRL2	C1	sample	HD3202520	FBgn0024352	Hop	2007	D23	probe	FBgn0024352_cr3	FBgn0024352	Hop	15025
CTRL2	C2	sample	HD3201882	FBgn0033529	CG17765	2005	J20	probe	FBgn0033529_cr2	FBgn0033529	CG17765	15026
CTRL2	C3	sample	HD3205312	FBgn0038369	Arpc3A	2014	F16	probe	FBgn0038369_cr3	FBgn0038369	Arpc3A	15027
CTRL2	C4	sample	HD3100830	FBgn0034446	Arl6	1003	K3	probe	FBgn0023211_cr1	FBgn0023211	NA	15028
CTRL2	C5	sample	HD3100195	FBgn0003415	skd	1001	B5	probe	FBgn0003415_cr1	FBgn0003415	skd	15029
CTRL2	C6	sample	HD3101217	FBgn0010269	Dsor1	1004	K9	probe	FBgn0010269_cr4	FBgn0010269	Dsor1	15030
CTRL2	C7	sample	HD3202005	FBgn0032955	CG2201	2006	O1	probe	FBgn0032955_cr6	FBgn0032955	CG2201	15031
CTRL2	C8	sample	HD3202930	FBgn0053110	CG33110	2008	J3	probe	FBgn0053110_cr6	FBgn0053110	CG33110	15032
CTRL2	C9	sample	HD3204795	FBgn0086687	Desat1	2013	O14	probe	FBgn0086687_cr1	FBgn0086687	Desat1	15033
CTRL2	C10	sample	HD3101068	FBgn0032006	Pvr	1003	B24	probe	FBgn0032006_cr9	FBgn0032006	Pvr	15034
CTRL2	C11	sample	HD3200039	FBgn0000568	Eip75B	2001	G5	probe	FBgn0000568_cr1	FBgn0000568	Eip75B	15035
CTRL2	C12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15036
CTRL2	C13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15037
CTRL2	C14	sample	HD3202599	FBgn0010341	Cdc42	2007	B14	probe	FBgn0010341_cr2	FBgn0010341	Cdc42	15038
CTRL2	C15	sample	HD3115206	FBgn0050380	CG30380	1040	H3	probe	HD3115206_1	FBgn0050380	CG30380	15039
CTRL2	C16	sample	HD3205111	FBgn0037024	tzn	2014	C22	probe	FBgn0037024_cr2	FBgn0037024	CG4365	15040
CTRL2	C17	sample	HD3111579	FBgn0013275	Hsp70Aa	1031	I21	probe	FBgn0051354_cr1	FBgn0051354	Hsp70Bbb	15041
CTRL2	C18	sample	HD3105415	FBgn0026250	eIF-1A	1015	G5	probe	FBgn0026250_cr2	FBgn0026250	eIF-1A	15042
CTRL2	C19	sample	HD3100537	FBgn0004106	Cdk1	1002	I18	probe	FBgn0004106_cr1	FBgn0004106	Cdk1	15043
CTRL2	C20	sample	HD3204261	FBgn0034410	Topors	2012	G1	probe	FBgn0034410_cr3	FBgn0034410	NA	15044
CTRL2	C21	sample	HD3105740	FBgn0031663	CG8891	1015	N8	probe	FBgn0031663_cr3	FBgn0031663	CG8891	15045
CTRL2	C22	sample	HD3112626	FBgn0041184	Socs36E	1033	J4	probe	HD3112626_1	FBgn0041184	Socs36E	15046
CTRL2	C23	sample	HD3102737	FBgn0031493	CG3605	1008	I1	probe	FBgn0031493_cr3	FBgn0031493	CG3605	15047
CTRL2	C24	sample	HD3215379	FBgn0261113	Xrp1	2041	C13	probe	HD3215379_1	FBgn0261113	Xrp1	15048
CTRL2	D1	sample	HD3204495	FBgn0001085	fz	2012	N13	probe	FBgn0001085_cr4	FBgn0001085	fz	15049
CTRL2	D2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15050
CTRL2	D3	sample	HD3104621	FBgn0028932	CG16890	1013	C1	probe	FBgn0024846_cr2	FBgn0024846	p38b	15051
CTRL2	D4	sample	HD3106377	FBgn0015623	Cpr	1017	H9	probe	FBgn0015623_cr4	FBgn0015623	Cpr	15052
CTRL2	D5	sample	HD3101447	FBgn0003118	pnt	1004	B14	probe	FBgn0003118_cr1	FBgn0003118	pnt	15053
CTRL2	D6	sample	HD3103942	FBgn0004926	eIF-2beta	1011	A12	probe	FBgn0004926_cr1	FBgn0004926	eIF-2beta	15054
CTRL2	D7	sample	HD3210976	FBgn0261793	Trf2	2029	F15	probe	HD3210976_1	FBgn0261793	Trf2	15055
CTRL2	D8	sample	HD3205776	FBgn0035437	Strip	2016	C7	probe	FBgn0035437_cr2	FBgn0035437	Strip	15056
CTRL2	D9	sample	HD3211579	FBgn0013275	Hsp70Aa	2031	I21	probe	FBgn0051354_cr1	FBgn0051354	Hsp70Bbb	15057
CTRL2	D10	sample	HD3200390	FBgn0020412	JIL-1	2002	A11	probe	FBgn0020412_cr1	FBgn0020412	JIL-1	15058
CTRL2	D11	sample	HD3113349	FBgn0040972	CG16978	1035	B10	probe	HD3113349_1	FBgn0040972	CG16978	15059
CTRL2	D12	sample	HD3107442	FBgn0004638	drk	1020	I4	probe	FBgn0004638_cr1	FBgn0004638	drk	15060
CTRL2	D13	sample	HD3107442	FBgn0004638	drk	1020	I4	probe	FBgn0004638_cr1	FBgn0004638	drk	15061
CTRL2	D14	sample	HD3104792	FBgn0029718	mRpL30	1013	O8	probe	FBgn0025615_cr1	FBgn0025615	Torsin	15062
CTRL2	D15	sample	HD3210176	FBgn0031520	CG8837	2027	O24	probe	FBgn0031520_cr2	FBgn0031520	CG8837	15063
CTRL2	D16	sample	HD3107931	FBgn0032551	CG18636	1021	J21	probe	FBgn0032551_cr4	FBgn0032551	CG18636	15064
CTRL2	D17	sample	HD3103017	FBgn0086384	Mer	1008	H10	probe	FBgn0086384_cr4	FBgn0086384	Mer	15065
CTRL2	D18	sample	HD3204298	FBgn0000490	dpp	2012	M3	probe	FBgn0000490_cr2	FBgn0000490	dpp	15066
CTRL2	D19	sample	HD3105940	FBgn0008635	betaCOP	1016	M24	probe	FBgn0008635_cr6	FBgn0008635	betaCOP	15067
CTRL2	D20	sample	HD3100795	FBgn0086361	alph	1003	E5	probe	FBgn0086361_cr1	FBgn0086361	alph	15068
CTRL2	D21	sample	HD3200433	FBgn0005671	Vha55	2002	I1	probe	FBgn0005671_cr2	FBgn0005671	Vha55	15069
CTRL2	D22	sample	HD3209116	FBgn0036597	CG4962	2024	P15	probe	FBgn0036597_cr1	FBgn0036597	CG4962	15070
CTRL2	D23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15071
CTRL2	D24	sample	HD3200555	FBgn0000405	CycB	2002	M6	probe	FBgn0000405_cr2	FBgn0000405	CycB	15072
CTRL2	E1	sample	HD3205940	FBgn0008635	betaCOP	2016	M24	probe	FBgn0008635_cr3	FBgn0008635	betaCOP	15073
CTRL2	E2	sample	HD3200840	FBgn0016917	Stat92E	2003	K23	probe	FBgn0016917_cr6	FBgn0016917	Stat92E	15074
CTRL2	E3	sample	HD3103869	FBgn0067102	GlcT-1	1011	E9	probe	FBgn0067102_cr1	FBgn0067102	GlcT-1	15075
CTRL2	E4	sample	HD3203679	FBgn0003559	su(f)	2010	F13	probe	FBgn0003559_cr9	FBgn0003559	su(f)	15076
CTRL2	E5	sample	HD3108469	FBgn0001230	Hsp68	1023	C17	probe	FBgn0001230_cr1	FBgn0001230	Hsp68	15077
CTRL2	E6	sample	HD3102211	FBgn0053158	CG33158	1006	B6	probe	FBgn0260388_cr4	FBgn0260388	CG42514	15078
CTRL2	E7	sample	HD3101149	FBgn0003205	Ras85D	1003	P18	probe	FBgn0003205_cr1	FBgn0003205	Ras85D	15079
CTRL2	E8	sample	HD3201503	FBgn0037093	Cdk12	2004	L6	probe	FBgn0037093_cr7	FBgn0037093	Cdk12	15080
CTRL2	E9	sample	HD3100192	FBgn0002044	swm	1001	O24	probe	FBgn0002044_cr3	FBgn0002044	swm	15081
CTRL2	E10	sample	HD3210286	FBgn0053542	upd3	2027	D4	probe	FBgn0053542_cr2	FBgn0053542	upd3	15082
CTRL2	E11	sample	HD3103313	FBgn0035236	CG12004	1009	J1	probe	FBgn0035236_cr4	FBgn0035236	CG12004	15083
CTRL2	E12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15084
CTRL2	E13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15085
CTRL2	E14	sample	HD3112120	FBgn0031098	CG17068	1032	D23	probe	FBgn0031098_cr1	FBgn0031098	CG17068	15086
CTRL2	E15	sample	HD3205415	FBgn0026250	eIF-1A	2015	G5	probe	FBgn0026250_cr3	FBgn0026250	eIF-1A	15087
CTRL2	E16	sample	HD3103644	FBgn0260946	Exo84	1010	O16	probe	FBgn0260946_cr2	FBgn0260946	NA	15088
CTRL2	E17	sample	HD3107442	FBgn0004638	drk	1020	I4	probe	FBgn0004638_cr1	FBgn0004638	drk	15089
CTRL2	E18	sample	HD3200255	FBgn0001324	kto	2001	L5	probe	FBgn0001324_cr5	FBgn0001324	kto	15090
CTRL2	E19	sample	HD3105978	FBgn0003256	rl	1016	F3	probe	FBgn0003256_cr2	FBgn0003256	rl	15091
CTRL2	E20	sample	HD3201293	FBgn0032348	CG4751	2004	G18	probe	FBgn0032348_cr5	FBgn0032348	CG4751	15092
CTRL2	E21	sample	HD3212875	FBgn0000927	fs(1)Ya	2034	B21	probe	HD3212875_1	FBgn0024977	CG2709	15093
CTRL2	E22	sample	HD3212988	FBgn0034240	MESR4	2034	F8	probe	HD3212988_1	FBgn0034240	MESR4	15094
CTRL2	E23	sample	HD3106111	FBgn0067628	CG33331	1016	L6	probe	FBgn0067628_cr1	FBgn0067628	CG33331	15095
CTRL2	E24	sample	HD3200976	FBgn0004177	mts	2003	D7	probe	FBgn0004177_cr4	FBgn0004177	mts	15096
CTRL2	F1	sample	HD3203591	FBgn0015565	yin	2010	G6	probe	FBgn0015565_cr2	FBgn0015565	NA	15097
CTRL2	F2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15098
CTRL2	F3	sample	HD3203942	FBgn0004926	eIF-2beta	2011	A12	probe	FBgn0004926_cr1	FBgn0004926	eIF-2beta	15099
CTRL2	F4	sample	HD3202373	FBgn0036896	wnd	2007	K17	probe	FBgn0036896_cr1	FBgn0036896	wnd	15100
CTRL2	F5	sample	HD3104329	FBgn0035388	CG2162	1012	A18	probe	FBgn0035388_cr9	FBgn0035388	CG2162	15101
CTRL2	F6	sample	HD3103110	FBgn0025286	RpL31	1009	G3	probe	FBgn0025286_cr1	FBgn0025286	RpL31	15102
CTRL2	F7	sample	HD3202814	FBgn0259978	vlc	2008	E12	probe	FBgn0259978_cr5	FBgn0259978	vlc	15103
CTRL2	F8	sample	HD3102321	FBgn0260987	vtd	1007	C9	probe	FBgn0260987_cr6	FBgn0260987	vtd	15104
CTRL2	F9	sample	HD3104872	FBgn0029123	SoxN	1013	L23	probe	FBgn0029123_cr1	FBgn0029123	SoxN	15105
CTRL2	F10	sample	HD3105312	FBgn0038369	Arpc3A	1014	F16	probe	FBgn0038369_cr3	FBgn0038369	Arpc3A	15106
CTRL2	F11	sample	HD3100555	FBgn0000405	CycB	1002	M6	probe	FBgn0000405_cr3	FBgn0000405	CycB	15107
CTRL2	F12	sample	HD3117527	FBgn0260635	Diap1	1046	J13	control_th	HD3117527_1	FBgn0260635	Diap1	15108
CTRL2	F13	sample	HD3117527	FBgn0260635	Diap1	1046	J13	control_th	HD3117527_1	FBgn0260635	Diap1	15109
CTRL2	F14	sample	HD3105417	FBgn0031976	CG7367	1015	G9	probe	FBgn0044323_cr2	FBgn0044323	Cka	15110
CTRL2	F15	sample	HD3102331	FBgn0031266	CG2807	1007	E5	probe	FBgn0031266_cr3	FBgn0031266	CG2807	15111
CTRL2	F16	sample	HD3110176	FBgn0031520	CG8837	1027	O24	probe	FBgn0031520_cr3	FBgn0031520	CG8837	15112
CTRL2	F17	sample	HD3200040	FBgn0032408	CG6712	2001	G7	probe	FBgn0032408_cr1	FBgn0032408	CG6712	15113
CTRL2	F18	sample	HD3104744	FBgn0034970	yki	1013	G8	probe	FBgn0034970_cr4	FBgn0034970	yki	15114
CTRL2	F19	sample	HD3104895	FBgn0021818	cnk	1013	P21	probe	FBgn0021818_cr1	FBgn0021818	cnk	15115
CTRL2	F20	sample	HD3200902	FBgn0000546	EcR	2003	G4	probe	FBgn0000546_cr4	FBgn0000546	EcR	15116
CTRL2	F21	sample	HD3215488	FBgn0016792	dmt	2041	E16	probe	HD3215488_1	FBgn0016792	NA	15117
CTRL2	F22	sample	HD3100902	FBgn0000546	EcR	1003	G4	probe	FBgn0000546_cr1	FBgn0000546	EcR	15118
CTRL2	F23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15119
CTRL2	F24	sample	HD3201736	FBgn0003731	Egfr	2005	B15	probe	FBgn0003731_cr4	FBgn0003731	Egfr	15120
CTRL2	G1	sample	HD3100268	FBgn0003124	polo	1001	N7	probe	FBgn0003124_cr2	FBgn0003124	polo	15121
CTRL2	G2	sample	HD3202737	FBgn0031493	CG3605	2008	I1	probe	FBgn0031493_cr1	FBgn0031493	CG3605	15122
CTRL2	G3	sample	HD3111306	FBgn0058100	CR40100	1030	M4	probe	FBgn0058100_cr1	FBgn0058100	CR40100	15123
CTRL2	G4	sample	HD3201018	FBgn0034181	CG8963	2003	J19	probe	FBgn0034181_cr2	FBgn0034181	CG8963	15124
CTRL2	G5	sample	HD3212313	FBgn0030823	CG8918	2033	E1	probe	HD3212313_1	FBgn0030823	CG8918	15125
CTRL2	G6	sample	HD3113985	FBgn0033990	CG10265	1037	K10	probe	HD3113985_1	FBgn0033990	CG10265	15126
CTRL2	G7	sample	HD3111052	FBgn0011273	Acam	1029	B24	probe	FBgn0039374_cr1	FBgn0011273&FBgn0039374	Acam	15127
CTRL2	G8	sample	HD3202729	FBgn0040011	Slmap	2008	G9	probe	FBgn0040011_cr1	FBgn0040011	Slmap	15128
CTRL2	G9	sample	HD3107492	FBgn0001942	eIF-4a	1020	B7	probe	FBgn0001942_cr3	FBgn0001942	eIF-4a	15129
CTRL2	G10	sample	HD3100840	FBgn0016917	Stat92E	1003	K23	probe	FBgn0016917_cr7	FBgn0016917	Stat92E	15130
CTRL2	G11	sample	HD3101792	FBgn0001218	Hsc70-3	1005	L7	probe	FBgn0001218_cr1	FBgn0001218	Hsc70-3	15131
CTRL2	G12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15132
CTRL2	G13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15133
CTRL2	G14	sample	HD3100013	FBgn0041111	lilli	1001	C1	probe	FBgn0041111_cr4	FBgn0041111	lilli	15134
CTRL2	G15	sample	HD3211920	FBgn0038049	CG5844	2032	C7	probe	HD3211920_1	FBgn0038049	CG5844	15135
CTRL2	G16	sample	HD3102520	FBgn0024352	Hop	1007	D23	probe	FBgn0024352_cr4	FBgn0024352	Hop	15136
CTRL2	G17	sample	HD3104043	FBgn0038145	Droj2	1011	B21	probe	FBgn0038145_cr2	FBgn0038145	Droj2	15137
CTRL2	G18	sample	HD3205740	FBgn0031663	CG8891	2015	N8	probe	FBgn0031663_cr3	FBgn0031663	CG8891	15138
CTRL2	G19	sample	HD3100936	FBgn0039044	p53	1003	K24	probe	FBgn0039044_cr1	FBgn0039044	p53	15139
CTRL2	G20	sample	HD3101334	FBgn0038043	CG17202	1004	O4	probe	FBgn0004103_cr1	FBgn0004103	Pp1-87B	15140
CTRL2	G21	sample	HD3104871	FBgn0086706	pix	1013	L21	probe	FBgn0086706_cr2	FBgn0086706	pix	15141
CTRL2	G22	sample	HD3104550	FBgn0003943	Ubi-p63E	1012	H4	probe	FBgn0003943_cr1	FBgn0003943	Ubi-p63E	15142
CTRL2	G23	sample	HD3211189	FBgn0031489	CG17224	2030	I9	probe	HD3211189_1	FBgn0031489	CG17224	15143
CTRL2	G24	sample	HD3204550	FBgn0003943	Ubi-p63E	2012	H4	probe	FBgn0003943_cr1	FBgn0003943	Ubi-p63E	15144
CTRL2	H1	sample	HD3201481	FBgn0035918	Cdc6	2004	H10	probe	FBgn0035918_cr1	FBgn0035918	Cdc6	15145
CTRL2	H2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15146
CTRL2	H3	sample	HD3215206	FBgn0050380	CG30380	2040	H3	probe	HD3215206_1	FBgn0050380	CG30380	15147
CTRL2	H4	sample	HD3101287	FBgn0033081	geminin	1004	G6	probe	FBgn0033081_cr1	FBgn0033081	geminin	15148
CTRL2	H5	sample	HD3103679	FBgn0003559	su(f)	1010	F13	probe	FBgn0003559_cr3	FBgn0003559	su(f)	15149
CTRL2	H6	sample	HD3201047	FBgn0003371	sgg	2003	P5	probe	FBgn0003371_cr6	FBgn0003371	sgg	15150
CTRL2	H7	sample	HD3200537	FBgn0004106	Cdk1	2002	I18	probe	FBgn0004106_cr2	FBgn0004106	Cdk1	15151
CTRL2	H8	sample	HD3102599	FBgn0010341	Cdc42	1007	B14	probe	FBgn0010341_cr2	FBgn0010341	Cdc42	15152
CTRL2	H9	sample	HD3200830	FBgn0034446	Arl6	2003	K3	probe	FBgn0023211_cr1	FBgn0023211	NA	15153
CTRL2	H10	sample	HD3103194	FBgn0015393	hoip	1009	E4	probe	FBgn0015393_cr2	FBgn0015393	hoip	15154
CTRL2	H11	sample	HD3101328	FBgn0015509	Cul1	1004	M16	probe	FBgn0015509_cr3	FBgn0015509	Cul1	15155
CTRL2	H12	sample	HD3201480	FBgn0004390	RasGAP1	2004	H8	probe	FBgn0004390_cr4	FBgn0004390	RasGAP1	15156
CTRL2	H13	sample	HD3207442	FBgn0004638	drk	2020	I4	probe	FBgn0004638_cr1	FBgn0004638	drk	15157
CTRL2	H14	sample	HD3200369	FBgn0028689	Rpn6	2001	N18	probe	FBgn0028689_cr2	FBgn0028689	Rpn6	15158
CTRL2	H15	sample	HD3100617	FBgn0001297	kay	1002	H9	probe	FBgn0001297_cr1	FBgn0001297	kay	15159
CTRL2	H16	sample	HD3101736	FBgn0003731	Egfr	1005	B15	probe	FBgn0003731_cr2	FBgn0003731	Egfr	15160
CTRL2	H17	sample	HD3207931	FBgn0032551	CG18636	2021	J21	probe	FBgn0032551_cr1	FBgn0032551	CG18636	15161
CTRL2	H18	sample	HD3100668	FBgn0004889	tws	1002	P15	probe	FBgn0004889_cr1	FBgn0004889	tws	15162
CTRL2	H19	sample	HD3106245	FBgn0039045	CG17119	1017	A10	probe	FBgn0039045_cr4	FBgn0039045	CG17119	15163
CTRL2	H20	sample	HD3103986	FBgn0024329	Mekk1	1011	I4	probe	FBgn0024329_cr3	FBgn0024329	Mekk1	15164
CTRL2	H21	sample	HD3212212	FBgn0036931	CG14183	2032	D16	probe	HD3212212_1	FBgn0036931	CG14183	15165
CTRL2	H22	sample	HD3204541	FBgn0014366	noi	2012	F10	probe	FBgn0014366_cr1	FBgn0014366	noi	15166
CTRL2	H23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15167
CTRL2	H24	sample	HD3111189	FBgn0031489	CG17224	1030	I9	probe	FBgn0031489_cr4	FBgn0031489	CG17224	15168
CTRL2	I1	sample	HD3201427	FBgn0004597	CycC	2004	N21	probe	FBgn0004597_cr2	FBgn0004597	CycC	15169
CTRL2	I2	sample	HD3201316	FBgn0000413	da	2004	K16	probe	FBgn0000413_cr2	FBgn0000413	NA	15170
CTRL2	I3	sample	HD3101047	FBgn0003371	sgg	1003	P5	probe	FBgn0003371_cr6	FBgn0003371	sgg	15171
CTRL2	I4	sample	HD3205232	FBgn0016794	dos	2014	H23	probe	FBgn0016794_cr5	FBgn0016794	dos	15172
CTRL2	I5	sample	HD3101414	FBgn0014020	Rho1	1004	L19	probe	FBgn0014020_cr2	FBgn0014020	Rho1	15173
CTRL2	I6	sample	HD3213162	FBgn0036870	CG14095	2035	A20	probe	HD3213162_1	FBgn0036870	CG14095	15174
CTRL2	I7	sample	HD3102348	FBgn0029858	mldr	1007	G15	probe	FBgn0028685_cr5	FBgn0028685	Rpt4	15175
CTRL2	I8	sample	HD3101242	FBgn0003079	Raf	1004	O11	probe	FBgn0003079_cr2	FBgn0003079	phl	15176
CTRL2	I9	sample	HD3101220	FBgn0035823	eIF4E-5	1004	K15	probe	FBgn0003041_cr1	FBgn0003041	pbl	15177
CTRL2	I10	sample	HD3201120	FBgn0037655	CG11984	2003	L8	probe	FBgn0040534_cr1	FBgn0040534	CG11985	15178
CTRL2	I11	sample	HD3213349	FBgn0040972	CG16978	2035	B10	probe	HD3213349_1	FBgn0040972	CG16978	15179
CTRL2	I12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15180
CTRL2	I13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15181
CTRL2	I14	sample	HD3203110	FBgn0025286	RpL31	2009	G3	probe	FBgn0025286_cr1	FBgn0025286	RpL31	15182
CTRL2	I15	sample	HD3100040	FBgn0032408	CG6712	1001	G7	probe	FBgn0032408_cr1	FBgn0032408	CG6712	15183
CTRL2	I16	sample	HD3112212	FBgn0036931	CG14183	1032	D16	probe	FBgn0036931_cr8	FBgn0036931	CG14183	15184
CTRL2	I17	sample	HD3102373	FBgn0036896	wnd	1007	K17	probe	FBgn0036896_cr2	FBgn0036896	wnd	15185
CTRL2	I18	sample	HD3211882	FBgn0039710	dgt1	2031	N4	probe	HD3211882_1	FBgn0039710	dgt1	15186
CTRL2	I19	sample	HD3101018	FBgn0034181	CG8963	1003	J19	probe	FBgn0034181_cr1	FBgn0034181	CG8963	15187
CTRL2	I20	sample	HD3100185	FBgn0000117	arm	1001	O10	probe	FBgn0000117_cr1	FBgn0000117	arm	15188
CTRL2	I21	sample	HD3100267	FBgn0022936	CycH	1001	N5	probe	FBgn0022936_cr2	FBgn0022936	CycH	15189
CTRL2	I22	sample	HD3202570	FBgn0038464	CG16941	2007	N3	probe	FBgn0038464_cr4	FBgn0038464	NA	15190
CTRL2	I23	sample	HD3200334	FBgn0021796	Tor	2001	H20	probe	FBgn0021796_cr2	FBgn0021796	Tor	15191
CTRL2	I24	sample	HD3201334	FBgn0004103	Pp1-87B	2004	O4	probe	FBgn0004103_cr2	FBgn0004103	Pp1-87B	15192
CTRL2	J1	sample	HD3100433	FBgn0005671	Vha55	1002	I1	probe	FBgn0005671_cr1	FBgn0005671	Vha55	15193
CTRL2	J2	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15194
CTRL2	J3	sample	HD3214092	FBgn0037487	thw	2037	N7	probe	HD3214092_1	FBgn0037487	CG14608	15195
CTRL2	J4	sample	HD3110286	FBgn0053542	upd3	1027	D4	probe	FBgn0053542_cr4	FBgn0053542	upd3	15196
CTRL2	J5	sample	HD3203869	FBgn0067102	GlcT-1	2011	E9	probe	FBgn0067102_cr1	FBgn0067102	GlcT-1	15197
CTRL2	J6	sample	HD3104221	FBgn0000577	en	1011	P18	probe	FBgn0000577_cr1	FBgn0000577	en	15198
CTRL2	J7	sample	HD3105747	FBgn0032809	CG13078	1015	N22	probe	FBgn0032809_cr1	FBgn0032809	CG13078	15199
CTRL2	J8	sample	HD3202348	FBgn0029858	mldr	2007	G15	probe	FBgn0028685_cr5	FBgn0028685	Rpt4	15200
CTRL2	J9	sample	HD3203017	FBgn0086384	Mer	2008	H10	probe	FBgn0086384_cr3	FBgn0086384	Mer	15201
CTRL2	J10	sample	HD3102814	FBgn0259978	vlc	1008	E12	probe	FBgn0259978_cr3	FBgn0259978	vlc	15202
CTRL2	J11	sample	HD3100434	FBgn0010222	Nmdmc	1002	I3	probe	FBgn0014018_cr1	FBgn0014018	Rel	15203
CTRL2	J12	sample	HD3101235	FBgn0026379	Pten	1004	M21	probe	FBgn0026379_cr9	FBgn0026379	Pten	15204
CTRL2	J13	sample	HD3101235	FBgn0026379	Pten	1004	M21	probe	FBgn0026379_cr9	FBgn0026379	Pten	15205
CTRL2	J14	sample	HD3102197	FBgn0046247	CG5938	1006	P1	probe	FBgn0046247_cr4	FBgn0046247	CG5938	15206
CTRL2	J15	sample	HD3201414	FBgn0014020	Rho1	2004	L19	probe	FBgn0014020_cr4	FBgn0014020	Rho1	15207
CTRL2	J16	sample	HD3100837	FBgn0034802	CG3800	1003	K17	probe	FBgn0034802_cr1	FBgn0034802	CG3800	15208
CTRL2	J17	sample	HD3212432	FBgn0043903	dome	2033	G24	probe	HD3212432_1	FBgn0043903	dome	15209
CTRL2	J18	sample	HD3200668	FBgn0004889	tws	2002	P15	probe	FBgn0004889_cr2	FBgn0004889	tws	15210
CTRL2	J19	sample	HD3200617	FBgn0001297	kay	2002	H9	probe	FBgn0001297_cr2	FBgn0001297	kay	15211
CTRL2	J20	sample	HD3209369	FBgn0037838	CG4089	2025	I18	probe	FBgn0037838_cr3	FBgn0037838	CG4089	15212
CTRL2	J21	sample	HD3102570	FBgn0038464	CG16941	1007	N3	probe	FBgn0038464_cr4	FBgn0038464	NA	15213
CTRL2	J22	sample	HD3100039	FBgn0000568	Eip75B	1001	G5	probe	FBgn0000568_cr2	FBgn0000568	Eip75B	15214
CTRL2	J23	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15215
CTRL2	J24	sample	HD3202197	FBgn0046247	CG5938	2006	P1	probe	FBgn0046247_cr4	FBgn0046247	CG5938	15216
CTRL2	K1	sample	HD3115379	FBgn0261113	Xrp1	1041	C13	probe	HD3115379_1	FBgn0261113	Xrp1	15217
CTRL2	K2	sample	HD3206658	FBgn0010651	MFS14	2018	E20	probe	FBgn0010651_cr2	FBgn0010651	MFS14	15218
CTRL2	K3	sample	HD3113785	FBgn0052432	CG32432	1036	J18	probe	HD3113785_1	FBgn0052432	CG32432	15219
CTRL2	K4	sample	HD3206747	FBgn0260756	CG42554	2018	F5	probe	FBgn0260756_cr2	FBgn0260756	CG42554	15220
CTRL2	K5	sample	HD3106964	FBgn0000499	dsh	1019	I7	probe	FBgn0000499_cr1	FBgn0000499	dsh	15221
CTRL2	K6	sample	HD3105232	FBgn0016794	dos	1014	H23	probe	FBgn0016794_cr3	FBgn0016794	dos	15222
CTRL2	K7	sample	HD3202370	FBgn0035692	CG13298	2007	K11	probe	FBgn0035692_cr3	FBgn0035692	CG13298	15223
CTRL2	K8	sample	HD3101245	FBgn0011739	wts	1004	O17	probe	FBgn0011739_cr7	FBgn0011739	wts	15224
CTRL2	K9	sample	HD3203644	FBgn0260946	Exo84	2010	O16	probe	FBgn0260946_cr3	FBgn0260946	NA	15225
CTRL2	K10	sample	HD3200634	FBgn0004837	Su(H)	2002	J19	probe	FBgn0004837_cr2	FBgn0004837	Su(H)	15226
CTRL2	K11	sample	HD3200795	FBgn0086361	alph	2003	E5	probe	FBgn0086361_cr1	FBgn0086361	alph	15227
CTRL2	K12	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15228
CTRL2	K13	rluc	control	no_gene	control	NA	NA	NA	NA	NA	NA	15229
CTRL2	K14	sample	HD3100231	FBgn0001965	Sos	1001	H5	probe	FBgn0001965_cr2	FBgn0001965	Sos	15230
CTRL2	K15	sample	HD3109116	FBgn0036597	CG4962	1024	P15	probe	FBgn0036597_cr1	FBgn0036597	CG4962	15231
CTRL2	K16	sample	HD3200195	FBgn0003415	skd	2001	B5	probe	FBgn0003415_cr7	FBgn0003415	skd	15232
